imageCategory,imageUrl,publishedDate,quote,vol
选择权&插画/CHANGYIN,http://image.wufazhuce.com/Fov5T31_MQUiUYg-NQrHYICRb-8X,15 Feb 2013,虽然我不是主打歌，但我是B面第一首。from 《女朋友·男朋友》,131
世界是一本书&摄影/悟空INTRAVEL,http://image.wufazhuce.com/Fs__IaMo7_OQZ54V8lYZzt-GcP1o,16 Feb 2013,用一颗浏览的心，去看待人生，一切的得与失，隐与显，都是风景与风情。by 扎西拉姆多多,132
The Blue Wall&摄影/猫力,http://image.wufazhuce.com/FvnohglLgHnaeqLrF_w8XsYU1Gm4,17 Feb 2013,破的城市，平淡日子，他要不停寻找着，生活的刺。from 韩寒《空城计》,133
黄昏我和我的猫一起昏睡&绘图/薛扬,http://image.wufazhuce.com/Fu2jLtiD71lORwBCiS5IG2a8IGM8,18 Feb 2013,爱情能够体现一个人的最高智慧和最低道德。 by 赵丽华,134
始终不要忘记分享&绘图/caca,http://image.wufazhuce.com/FlakEwcXIDXot4ooYGAREjv0IZS7,19 Feb 2013,如果你反复被人需要，你基本是一个善良的人。by 小饭,135
芭蕾女孩&摄影/Madi Ju,http://image.wufazhuce.com/FlWdwiMZJi-iHy4WLxKPVzqq6MMB,20 Feb 2013,对生活可以谈得很多。对幸福没什么好谈的，否则它就不再是幸福了。by 赫塔·米勒,136
灭蚊的烟雾&摄影/黄京,http://image.wufazhuce.com/FoQSq6_9MV9fEGxOjKn6aBMA6Y5N,21 Feb 2013,人生唯一可以肯定的失败和最大的悲哀，莫过于从不敢冒险。by 肯恩·格林伍德,137
Free Park&绘画/袁小鹏,http://image.wufazhuce.com/Fm_2TcVbS3a2FwO8BYSG5spRNRV8,22 Feb 2013,我们要占有这个世界干什么呢？它本就是我们。by 何禾,138
遇见牛津&摄影/陈柳欣,http://image.wufazhuce.com/Fgs5l2zw8ZD9BzUCpzucRq0d4M6t,23 Feb 2013,我们的本质，就如同梦一般虚幻不实，而我们渺小的生命，以一场睡眠圆满落幕。by 莎士比亚,139
好小猫&绘图/顾湘,http://image.wufazhuce.com/Fsm4x5UbIxjeL8mVDBqgSj-Zpx1m,24 Feb 2013,我从没被谁知道，所以也没被谁忘记。在别人的回忆中生活，并不是我的目的。 by 顾城,140
马马&摄影/维城乱马,http://image.wufazhuce.com/FrOLpplERHaTSSylRsE7U1-jRSeX,25 Feb 2013,痛苦分两种，一种让你变得更强；另一种则毫无价值，只是徒增折磨。from 《纸牌屋》,141
驶出隧道的梦&绘图/岑骏,http://image.wufazhuce.com/FqB6otGinGW_KAhxH1WH0GIH4usK,26 Feb 2013,你一天只吃3顿饭，睡1张床，要那么多钱干嘛？by 温格,142
年华&摄影/白一萌,http://image.wufazhuce.com/Fnyz53aHJQnRaZChtio2liim_zI_,27 Feb 2013,坏情绪是打不死的，但摸摸他的头，他就会安静地睡过去。by 琦殿,143
工作桌&绘图/时永骏,http://image.wufazhuce.com/Fo7GalByH1lMIozHjR4yofoPgCq7,28 Feb 2013,人的眼睛所看到的事情，不是唯一的。因为有时候你一辈子记住的事，不是眼睛看到的事。by 吴明益,144
谁会牵着我的手&摄影/何文韬,http://image.wufazhuce.com/Fib0CrjQNjsS_JFd7nTnpG7ekzQ3,1 Mar 2013,生活总在不经意的时候泼你满头满脸的狗血，没关系，我还是会回你一个血色狰狞的笑。by Double青,145
蟒池&绘画/某Mou Hoo,http://image.wufazhuce.com/FjmpbyhvrQOchPCYorNaAsv3OzI6,2 Mar 2013,我们都是伟大的，因为我们重复自己是很难的。by 韩寒,146
莱茵交响曲&摄影/垃圾叔叔,http://image.wufazhuce.com/FhUAZzZOe6HsJM3y7UAel4QwU7hq,3 Mar 2013,如果你是条船，漂泊就是你的命运，可别靠岸。by 北岛,147
藏象&绘图/石珩伯,http://image.wufazhuce.com/Fhm-qQTHD7XQMUZgKObezGTV3NQl,4 Mar 2013,毕竟只是太短的梦，彼此终于退回陌生，我加上你两个人并不等于我们。from 王力宏《两个人并不等于我们》,148
忧伤像光线一般落在我身上&油画/黄赛峰,http://image.wufazhuce.com/Fl7iSZY-fBlCO1rtfI7WVN-2PVb8,5 Mar 2013,曾感到过寂寞，也曾被别人冷落 ，却从未有感觉我无地自容。from 黑豹《无地自容》,149
岁月春花&摄影/悟空INTRAVEL,http://image.wufazhuce.com/FgQ-6o4Y58LtWE2kfkHz9dkAbIdy,6 Mar 2013,没有比远去的苦难更甜蜜的事了。by 铁头,150
羊男&绘图/张炜,http://image.wufazhuce.com/Fv__Acnw_fJz3EaIA_4V6Ovecpuw,7 Mar 2013,感情的世界里，越是索取，便越是贫瘠。所有的迫不及待，都等不来期待。from《冷山》,151
鸽子&摄影/高远,http://image.wufazhuce.com/FqOQ6TMmri2veSPTpo0iFRwuhUof,8 Mar 2013,我今晨坐在窗前，世界如一个路人似的，停留了一会，向我点点头又走过去了。from 泰戈尔《飞鸟集》,152
给乌鸦的歌&绘图/吴欣怡,http://image.wufazhuce.com/FlLlzb4KZ0c8LwIVgpklMT9VHn4i,9 Mar 2013,你锋芒太露，这是你的弱点，你像把无鞘刀，锋利，但好刀应在刀鞘里。from 黑泽明《穿心剑》,153
寒冬夜行人&绘图/葵绿,http://image.wufazhuce.com/FtaJ7fNU1D-fU5jNB_chi0zfl5r5,10 Mar 2013,酒进到嘴里，爱进到眼里，这就是在衰朽和死亡之前，我们应该学会的全部真理。by 叶芝,154
白夜&绘图/dr_h,http://image.wufazhuce.com/FoujeMJMl4Ibv42-PcYjB5EMSJCG,11 Mar 2013,成熟这个过程是那么必然，果实总会落地。by 何禾,155
午餐时间&摄影/汪鸷Phoenix,http://image.wufazhuce.com/Fopcz4Dy-ImwqXGTaPagtXJdoqlN,12 Mar 2013,既不能被安慰，也不能被夸，会尴尬。by 沈大成,156
moss&绘图/daparo,http://image.wufazhuce.com/FmFlvIMVBcLaxoZfVrVrKwBeZCoI,13 Mar 2013,我去过很多地方，但我只遇到过很少的我们。by 卡森·麦卡勒斯,157
不过是几个秋&摄影/摄会,http://image.wufazhuce.com/Fuh0ejGEE45QmnAyJ_2E9U7yyURo,14 Mar 2013,伤感就要在满的时候倒掉。by 刀刀,158
一碗日光&绘图/孙俊,http://image.wufazhuce.com/Fj62Ou9EeDBq8JCNDZfpDDf9k059,15 Mar 2013,醒在梦境上，梦在清晨上，晨在川流上，流在船岛下。from 苏打绿《日光》,159
无题&摄影/一土文武,http://image.wufazhuce.com/Fpk0ItxSBy6lXik8UzRv6sqhWps3,16 Mar 2013,我们今天在此是因为这是匹永不投降的马，就算命运以毫厘之差击败了它。from《奔腾年代》,160
跳舞&绘图/桂皮,http://image.wufazhuce.com/FsEz5q_mdpWyKC-wnEkNCr57MzfC,17 Mar 2013,我来不及认真地年轻，待明白过来时，只能选择认真地老去。by 三毛,161
Sam的新帽子&摄影/郭畅,http://image.wufazhuce.com/Fs9JK32gKaTWXwxq9OojlNdPRi4d,18 Mar 2013,孤独有时是最好的交际。by 约翰·弥尔顿,162
天·水&绘图/白珊瑚,http://image.wufazhuce.com/FiajABgAYdO1ZuASQedrvEGD4xLb,19 Mar 2013,我行过许多地方的桥，看过许多次的云，喝过许多种类的酒，却只爱过一个正当最好年龄的人。by 沈从文,163
画城&摄影/Jonas Yuan,http://image.wufazhuce.com/FrIynf56Sek9wt8i1ytUz3XFQ9Z9,20 Mar 2013,认识一个城市的最好办法，就是去认识里面的人们如何工作、如何相爱、以及如何死亡。by 阿尔贝·加缪,164
树&绘图/苍间,http://image.wufazhuce.com/Fk7Mojg2UuslaCsHuie5-v7NFPt3,21 Mar 2013,孤独是我们自找的，因为我们太珍惜自我。by 宗萨蒋扬钦哲,165
我只想一直走下去&摄影/一匹马赛克,http://image.wufazhuce.com/Fts1dnyx8W78-7EarCIh_aphIwG6,22 Mar 2013,谁会坚强与我并肩同行？某时某地，越过街垒，是否有个你渴求的新世界？from 《悲惨世界》,166
小王子-火车&绘图/阿科,http://image.wufazhuce.com/FtZZYudSMvQJ6OzW45YzhJLYPzad,23 Mar 2013,不管你拥有了多么惊人的武器，也不管你操纵着多少可怜的机器人，只要离开土地就无法生存。from 《天空之城》,167
Endlessly&绘图/Narcissa,http://image.wufazhuce.com/FnGhJlsGSDkUW2ElH30h3bNBv6Wj,24 Mar 2013,一个人需要隐藏多少秘密，才能巧妙地度过一生。by 仓央嘉措,168
老照片&摄影/袁小鹏,http://image.wufazhuce.com/FqRC1FmEuTtTY2eI8uVq4E-n3Kpy,25 Mar 2013,当你年轻时，以为什么都有答案，可是老了的时候，你可能又觉得其实人生并没有所谓的答案。from《堕落天使》,169
日暮&绘图/冇小雨,http://image.wufazhuce.com/FkII6ZOxhmg0Xem_0JDLxgi7cRJY,26 Mar 2013,在你恋爱的地方，所有的家具都得清除出房间，所有的树木，所有的山脉，所有的海洋。这世界太狭窄了。by 耶胡达·阿米亥,170
生命的潮汐&摄影/水曲柳,http://image.wufazhuce.com/Fr4NuVtGaK7_1AmLvzUadC5a6jvv,27 Mar 2013,你想没想过，你越装聪明，别人越骗你。by 暖小团,171
乌鸦&绘图/Starry阿星,http://image.wufazhuce.com/FqH0ye6crDXff514ntetN_uk_ybd,28 Mar 2013,我本不该在世界上生活，我第一次打开小方盒，鸟就飞了，飞向阴暗的火焰，我第一次打开。by 顾城,172
窗口&摄影/Blackstation王悟空,http://image.wufazhuce.com/FuJCXFg3-w3PucdmkWjlYyaUXy4T,29 Mar 2013,就像一碗热汤的关怀，不可能随身携带。from 王菲《蝴蝶》,173
One Day&绘图/王贺,http://image.wufazhuce.com/Fjsgtj4whVj4eJ7Z_2Qko86PkxpY,30 Mar 2013,没有你，良辰美景可与何人说。from 《天使爱美丽》,174
邻居&绘图/时永骏,http://image.wufazhuce.com/FubK8iC0Ubi2PU0Bml_c_2LfH6Jz,31 Mar 2013,如果看不清自己，就看看身边的人。你只是你周围的事物。from 《亲爱的野兽先生》,175
童真&摄影/汪鸷Phoenix,http://image.wufazhuce.com/Fn6FFGrAkMMTT27q1uGGNKio41Qp,1 Apr 2013,不到园林，怎知春色几许？from《牡丹亭》,176
读书的少女&绘图/fleurz,http://image.wufazhuce.com/FprT4of4MwgXU4KUgCkQz06Qisp6,2 Apr 2013,爱上一匹野马，可我的家里没有草原。from 宋冬野《董小姐》,177
清晨的祭奠&摄影/四四,http://image.wufazhuce.com/FpBxHlf8hNYYH3y4xAW2AavVjwMi,3 Apr 2013,今日送别赵长天先生（1947-2013）。,178
游园惊！梦&绘图/ 木小雨ASAPH,http://image.wufazhuce.com/FqZBeQQsdz51mNwbEBNewoFtFJm5,4 Apr 2013,不乱于心，不困于情，不畏将来，不念过往，如此，安好。by 丰子恺,179
即将到来的明天&摄影/歌无岸,http://image.wufazhuce.com/FsOq0FQyvSwcqJbQ-jSouy8rsU5i,5 Apr 2013,你知道，有些鸟儿是注定不会被关在牢笼里的，它们的每一片羽毛都闪耀着自由的光辉。from《肖申克的救赎》,180
出航&绘图/张祎,http://image.wufazhuce.com/FumM35doH_MCaLafHuW4yhvfdgA4,6 Apr 2013,我们要飞到那遥远地方，看一看，这世界并非那么凄凉。from 《张三的歌》,181
草原上的星星&摄影/Garlap,http://image.wufazhuce.com/Fh9EV793i9lBhco7q7wex1ELA8rG,7 Apr 2013,二十丽姝，请来吻我，衰草枯杨，青春易过。by 莎士比亚,182
秋游&绘图/dr_h,http://image.wufazhuce.com/FpxnxccJz1WoPCe5uBeSMx7m7iKl,8 Apr 2013,时间才不管谁跑得多快多慢呢。by 刘亮程,183
北极星&摄影/水曲柳,http://image.wufazhuce.com/Fl7EmeU_UDDk_LyMh7RK3thCrQWZ,9 Apr 2013,冬天以后，我们就都要张开双手，让风吹过童年的无忧。from 《Michelle的第一天》,184
恋爱中&摄影/A-sun,http://image.wufazhuce.com/FhNvpG8yblgfsLhnH0ZxF0l64vNi,10 Apr 2013,我爱你，但我更爱说谎。by 飞机,185
小王子·狐狸&绘图/阿科,http://image.wufazhuce.com/Fn1R59zP-HFkvuFSQJgajFsglqd2,11 Apr 2013,一个人拥有此生此世是不够的，他还应该拥有诗意的世界。by 王小波,186
樱之三月&摄影/WJ,http://image.wufazhuce.com/Fl8U7CTiFoYqjKE523CDOTVJrcM7,12 Apr 2013,我们即使发了一千次短信，心与心之间大概也只能靠近一厘米。from 《秒速五厘米》,187
翻花绳&绘图/元熙,http://image.wufazhuce.com/FgoQFTDXXibFwDRPVkjrP3rrhRUB,13 Apr 2013,这个环里，没有入口没有出口，只有喜怒哀乐循环往复。by 何禾,188
沐浴&摄影/小狮,http://image.wufazhuce.com/Fjynh393-6RuTswaqTDGWcW-1l56,14 Apr 2013,如何让一滴水永不干涸，答案是让它流入大海。by 释迦牟尼,189
deep deer forest sleep&绘图/daparo,http://image.wufazhuce.com/FjbMKeLzWd0dF9vWjRo74pvcms1W,15 Apr 2013,在那做梦的人的梦中，被梦见的人醒了。by 博尔赫斯,190
凡活着必然消逝&摄影/一匹马赛克,http://image.wufazhuce.com/Fn1cbQr6AZj5mFxzQA7DSHzZjbSO,16 Apr 2013,该记得的不会忘记，会忘记的应该就是不重要的东西。by 吴念真,191
小丑的童年&绘图/随喜喜,http://image.wufazhuce.com/Fp42O8UsxOm9qpdvkagIPXr3_yHj,17 Apr 2013,了解一个人并不代表什么，今天他喜欢凤梨，明天他可以喜欢别的。from《重庆森林》,192
嬉皮&摄影/郭畅,http://image.wufazhuce.com/Fm2TUyvcVwieH83XClpB-F72xHF9,18 Apr 2013,朋友知道我心中的歌，在我忘记时唱给我听。by 多娜·罗伯茨,193
转山&摄影/笨笨猪啊,http://image.wufazhuce.com/FoVYdZp3qbbiw21z4eoETD6zZ3Uu,20 Apr 2013,有很长的路要走的时候，反倒不能太用力。by 老古竹斋,195
大象&绘图/时永骏,http://image.wufazhuce.com/FqXOkpS1CmWAyVMFolB58YALU82r,19 Apr 2013,爱是这么短，遗忘是这么长。by 巴勃鲁•聂鲁达,194
Fly&绘图/INCCO,http://image.wufazhuce.com/Fq1f2_wuOGP3wW58-f9LeZnn_RVx,21 Apr 2013,梦里出现的人，醒来时就该去见他，生活就是那么简单。 from 《新桥恋人》,196
沉默的友伴&摄影/白一萌,http://image.wufazhuce.com/Fm4MVegpqKQqoTyY2LkqQMFUzkQ_,22 Apr 2013,犯不着千辛万苦求新，无论衣服还是朋友。from 《瓦尔登湖》,197
桥&绘图/苍间,http://image.wufazhuce.com/FnzJm57TWIKBTTizTpg737XrFBNv,23 Apr 2013,爱情就像一条河，谁不是摸着石头过河呢。from《致我们终将逝去的青春》,198
优胜美地的午后&摄影/Jonas Yuan,http://image.wufazhuce.com/FgK-vy8gE0h_X2iyiW6pUN8lvsf3,24 Apr 2013,每一个不曾起舞的日子，都是对生命的辜负。by 尼采,199
看不见的微笑&绘图/刘小禄,http://image.wufazhuce.com/FmemYP6_dgVgPUmiHQXJwpKYBX90,25 Apr 2013,如果还有明天，你想怎样装扮你的脸。by 刘伟仁,200
脑子里的山峰&绘图/阿科,http://image.wufazhuce.com/FlvcSCfFNbdtK0UiV9i6UJF92gE-,26 Apr 2013,你那能叫活着么？你那只能叫没死。from 《疯狂原始人》,201
时光屋&绘图/王贺,http://image.wufazhuce.com/Fkq41-sCaE4oSAxKGuzm9h6NoMhB,27 Apr 2013,要是没有你，今天的心情只是昨天的头皮屑。from 《天使爱美丽》,202
马背上的少年&摄影/卢凯凯,http://image.wufazhuce.com/FvUjps_P-xOxolHd6QnYFdqpmwZh,28 Apr 2013,你最好不要爱上我，因为游侠是不需要女人的，游侠非常孤独。from《森林好小子》,203
苹果&绘图/盆景儿,http://image.wufazhuce.com/FizTYPZniWh7c-0W_5gyoI3oLnJM,29 Apr 2013,对于苹果来说，被大口吃掉才是最重要的。by 郭小寒,204
菲律宾之夏&摄影/王秋煜,http://image.wufazhuce.com/FnaBcCBBwvBCC-5DVexYvD_EGB7N,30 Apr 2013,逻辑会把你从A带到B，想象力能带你去任何地方。by 爱因斯坦,205
回家&绘图/雪停画画,http://image.wufazhuce.com/FiMxQBFZgDeAetCDxMqUgQchlpC3,1 May 2013,回首往事，不过是虚惊一场。by 李樯,206
小僧&摄影/郭畅,http://image.wufazhuce.com/Ft18meYOpFwWKs3ujkNEojxw0UCc,2 May 2013,时空日日过，何曾停留过，猛回头，时光难再回。by 麒麟法师,207
超能力&绘图/元熙,http://image.wufazhuce.com/FrkcNsexIfl-YanzKD0ThbEuHLv0,3 May 2013,小时候，谁都觉得自己的未来闪闪发光，不是吗？from《被嫌弃的松子的一生》,208
我为花儿站岗&绘图/老树画画,http://image.wufazhuce.com/FgFjcVC18v0Lb5O1azoVmDKBEqu0,4 May 2013,我们一路奋战，不是为了改变世界，而是不让世界改变我们。from 《熔炉》,209
沉溺于此&摄影/北纬二四,http://image.wufazhuce.com/Fq7AisooXMGsujGySt8wZRtPe9ap,5 May 2013,我们的小缺点让我们找到对的人。from 《心灵捕手》,210
生命的孤独和精彩&摄影/水曲柳,http://image.wufazhuce.com/FgT3gWJdp7pmoj_xeaIWsq8oO3yk,6 May 2013,每个人都在自己的生命中，孤独地过冬。by 刘亮程,211
好小猫&绘图/顾湘,http://image.wufazhuce.com/FoNUm6l9_yHvAv0NkgTd-hWg-cnt,7 May 2013,来啊，快活啊，反正有，大把时光。from《痒》,212
孑立&摄影/Blackstation王悟空,http://image.wufazhuce.com/Fv-45ZDLCO05vcILsixVcgDjnwVI,8 May 2013,世界上最容易的事，就是和别人失去联系。by 张彤禾,213
Why Did You Do That To Me&绘图/三树,http://image.wufazhuce.com/FsAYFMbKlYv0jkDOCHTgbPBp0mob,9 May 2013,如果每一个混蛋的内心都住着一个天使该有多好。from《菊次郎的夏天》,214
Alone All Together&摄影/白一萌,http://image.wufazhuce.com/FltXMKMVrG049AjXYBBqwYyYniW0,10 May 2013,如果我多一张船票，你会不会跟我一起走？from《花样年华》,215
两极&绘图/朱彤,http://image.wufazhuce.com/FrrKemKjWAUDBGbBnEcVWaERY2L-,11 May 2013,很高兴见到你。还是去你家玩吧。,216
Deer&摄影/林海音,http://image.wufazhuce.com/FoSvKXClrmRXNIZyF9d3SK23UqQn,12 May 2013,汶川大地震5周年。,217
海鸥&绘图/冇小雨,http://image.wufazhuce.com/FgmHN4t31Of7acwPiAZX-7TA8pco,13 May 2013,应该像一只鸟儿那样轻，而不是像一根羽毛。by 保尔•瓦莱里,218
生活在别处&摄影/一匹马赛克,http://image.wufazhuce.com/FoP1f0uXPj5ijYMiZPS2qle2mUw7,14 May 2013,你没有如期归来，而这正是离别的意义。by 北岛,219
家人的晚餐&绘图/Molinta,http://image.wufazhuce.com/FtQREG5UQMlhuogSIKl6KZ4D3umH,15 May 2013,在这一小段时空里，我们交付了彼此的孤独，又用信任填补了它。by 帕蒂•史密斯,220
卢森堡公园的鸽子&摄影/郑丁,http://image.wufazhuce.com/FrIkHuQi3HluJptuow4IoIhYohEI,16 May 2013,很多事不用问值不值得，只用问，它对你来说，是不是有如珍宝。by 柴静,221
脚步&绘图/李淡淡,http://image.wufazhuce.com/FtFTmlHzhpRz3NzL9cvlyaoIzKTD,17 May 2013,旅行的一大益处是：客中种种辛苦不便，叫人回家觉得平时住厌了的家挺好。by 思果,222
北加州夜色&摄影/汪鸷Phoenix,http://image.wufazhuce.com/FmfwQgTnOJofU5rHi5TbJkv5d7P7,18 May 2013,抛弃你的逻辑，跟随你的感受。from 《星际迷航》,223
姊妹&绘图/随喜喜,http://image.wufazhuce.com/FvzHQOL585l0pC__RbEdHFeW1gt5,19 May 2013,世上只有一件事比被人议论更糟糕，那就是没有人议论你。by 王尔德,224
他们&摄影/垃圾叔叔,http://image.wufazhuce.com/FrYV0HGMNxOzK1oRtQAe4zGjx7Uu,20 May 2013,如果你再走近一些，我就不会再让你走了。from 《爱情无线牵》,225
我和爸爸&绘图/夏健强,http://image.wufazhuce.com/FvmF7ZnaylHrxXWbZFMK8PJ-Mz8g,21 May 2013,每个只记住仇恨的人，过得都不快乐。by 张晶,226
彩虹旗飘扬&摄影/Jonas Yuan,http://image.wufazhuce.com/FiSaKcDTw6K6MTHAYftf_4QUBvVC,22 May 2013,做一个世界的水手，游遍每一个港口。by 沃尔特•惠特曼,227
未来幻想&绘图/徐小望,http://image.wufazhuce.com/FmNI-8nqxr9cuW7o-gLCIlXDuO57,23 May 2013,不能忍受无聊的一代人，将是平庸的一代人。by 罗素,228
迷失&摄影/一个好人,http://image.wufazhuce.com/FrComf7MORqtFyuhtRpVlV3ZvStR,24 May 2013,旅行是为了迷路，迷路是为了遇上美好。by 马家辉,229
一梦如是之敲铁皮鼓的人&插画/黄赛峰,http://image.wufazhuce.com/FmBi4VXiZwi3cTPBkNb6KdwpwbAY,25 May 2013,只在尘世上走了一遭，我们既不能和前世相比，也无法对来世加以完善。by 米兰•昆德拉,230
兽医院&绘图/时永骏,http://image.wufazhuce.com/Fsn8wDbqAHV7fSBIcz-aTFnOUAG-,27 May 2013,人一切的痛苦，本质上都是对自己的无能的愤怒。by 王小波,232
